Nome: BRASILIA
Codigo Estacao: A001
Latitude: -15.78944444
Longitude: -47.92583332
Altitude: 1160.96
Situacao: Operante
Data Inicial: 2001-01-01
Data Final: 2019-12-31
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);PRESSAO ATMOSFERICA MEDIA DIARIA (AUT)(mB);TEMPERATURA DO PONTO DE ORVALHO MEDIA DIARIA (AUT)(°C);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA (AUT)(%);VENTO, RAJADA MAXIMA DIARIA (AUT)(m/s);VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s);
2004-03-25;0;885.8;16.2;26.7;20.6;17.1;77;48;16.4;2.2;
2004-03-26;18.2;885.8;16.8;24.7;20.4;16.4;80.3;56;8.1;2.4;
2004-03-27;6.6;885.3;17;23;19;17.3;88.5;72;9.1;1.6;
2004-03-28;34.2;885.9;16.3;27;20.2;16.5;79.6;40;7.4;2.2;
2004-03-29;.2;887.4;17;26.5;20.8;17.5;79.4;51;7.1;1.5;
2004-03-30;1;888.6;16.9;26.9;20.8;17.4;79.3;50;11.3;2;
2004-03-31;2.8;888;16.5;27.3;20.7;16.6;78.6;47;8.6;1.8;
2004-04-01;8;887.8;16.5;26.4;20.1;16.5;81;49;9.9;1.5;
2004-04-02;5;887.5;16.6;27.5;21.7;17.1;74;47;10;1.4;
2004-04-03;8;887.2;17.4;28;21.8;18.7;77.7;48;9.8;1.8;
2004-04-04;29.6;888.4;17.1;27.4;21.1;16.8;79;52;10.2;2.1;
2004-04-05;0;888.4;17.4;24.6;20;17.7;85.3;66;7.3;1.7;
2004-04-06;14.2;887.2;17.4;25.2;20;17.4;85.6;58;6.8;1.1;
2004-04-07;7.6;886.4;16.6;26.9;21.1;17.1;77.6;48;7.5;1.7;
2004-04-08;0;886.7;17.8;27.9;21.7;18.1;79.8;53;8;1.2;
2004-04-09;12;null;null;null;null;17.1;84.9;61;6.2;null;
2004-04-10;null;885;17.6;26.5;20.3;null;85.2;62;10.4;1.6;
2004-04-11;2.6;883.4;17.8;24.5;20.3;18;85.9;61;7;1.5;
2004-04-12;9.6;884.8;17.4;22.8;19.4;17.4;88.3;71;5.5;1.2;
2004-04-13;6.6;887.2;17.5;22.4;19.1;18.2;90.1;75;9.8;2.9;
2004-04-14;2;887.1;17.8;24.4;20.4;18.2;85.5;64;6.9;2.7;
2004-04-15;3.6;887.2;17.8;23.3;20.3;18.5;85.8;67;6.8;2.6;
2004-04-16;1.6;888.1;17.6;25.9;21.2;18.5;80.8;57;8.4;2.4;
2004-04-17;1.2;889.3;16.9;26.5;21.7;18.3;75.8;51;8;2.4;
2004-04-18;0;888.9;16.3;26.8;22.1;18.3;70.8;48;8.7;2.6;
2004-04-19;0;888;14.5;26.9;21.4;15.2;67.1;39;6.2;1.7;
2004-04-20;0;887;14.9;27.1;21.7;15.6;67.6;39;5.7;1.7;
2004-04-21;0;887.8;14.1;27.1;21.7;15.5;62.9;40;8.7;2.8;
2004-04-22;0;887.9;15.3;25.7;21.1;17.2;70.6;49;7.8;3.5;
2004-04-23;0;886.9;14.9;26.9;21.4;15.4;68.3;42;6.3;1.6;
2004-04-24;0;885.1;15;27.3;21.7;14.8;67.5;40;6.3;1.8;
2004-04-25;0;886.1;15.7;27.7;21.8;17.6;70;42;10.1;1.4;
2004-04-26;0;887.1;16.8;27.3;22.1;17;72.5;50;5.4;1.4;
2004-04-27;1.2;888.3;17.8;25.7;21.3;18.9;81.2;59;6.3;2.2;
2004-04-28;13.8;889.6;17.6;23.8;20.4;18;84.7;66;5.7;2.5;
2004-04-29;0;897.2;16.1;23.7;19.9;17.1;79;56;9.6;3.9;
2004-04-30;0;888.2;14.1;24.4;19.3;15.4;73.3;43;6.9;2.6;
2004-05-01;null;null;null;null;null;15;null;67;6.7;null;
2004-05-02;null;null;null;null;null;null;null;null;null;null;
2004-05-03;null;null;null;null;null;null;null;null;null;null;
2004-05-04;null;null;null;null;null;null;null;null;null;null;
2004-05-05;null;null;null;null;null;null;null;null;null;null;
2004-05-06;null;null;null;null;null;null;null;null;null;null;
2004-05-07;null;null;null;null;null;null;null;null;null;null;
2004-05-08;null;null;null;null;null;null;null;null;null;null;
2004-05-09;null;null;null;null;null;null;null;null;null;null;
2004-05-10;null;null;null;null;null;null;null;null;null;null;
2004-05-11;null;null;null;null;null;null;null;null;null;null;
2004-05-12;null;null;null;null;null;null;null;null;null;null;
2004-05-13;null;null;null;null;null;null;null;null;null;null;
2004-05-14;null;null;null;null;null;null;null;null;null;null;
2004-05-15;null;null;null;null;null;null;null;null;null;null;
2004-05-16;null;null;null;null;null;null;null;null;null;null;
2004-05-17;null;null;null;null;null;null;null;null;null;null;
2004-05-18;null;null;null;null;null;null;null;null;null;null;
2004-05-19;null;null;null;null;null;null;null;null;null;null;
2004-05-20;null;null;null;null;null;null;null;null;null;null;
2004-05-21;null;null;null;null;null;null;null;null;null;null;
2004-05-22;null;null;null;null;null;null;null;null;null;null;
2004-05-23;null;null;null;null;null;null;null;null;null;null;
2004-05-24;null;null;null;null;null;null;null;null;null;null;
2004-05-25;null;null;null;null;null;null;null;null;null;null;
2004-05-26;null;null;null;null;null;null;null;null;null;null;
2004-05-27;null;null;null;null;null;null;null;null;null;null;
2004-05-28;null;null;null;null;null;null;null;47;5.7;null;
2004-05-29;null;889.9;15.7;25.3;20;15.9;77.3;54;8;2.6;
2004-05-30;0;890.1;14.9;24.6;19.7;16.1;75.5;45;8.6;3.8;
2004-05-31;0;889.3;13.5;25.3;19.9;15.9;68.5;42;7;2.8;
2004-06-01;0;889.4;12.2;25.3;19.5;13.3;65.6;34;6.5;1.9;
2004-06-02;0;889.2;12.5;25.1;19.9;13.5;64;42;7.5;2.4;
2004-06-03;0;888.4;13.1;24.9;19.2;14;68.9;47;6.3;1.7;
2004-06-04;0;888.8;14;25.2;19.1;14.8;74.3;44;6.8;1.7;
2004-06-05;0;887.7;11.4;22.8;17.2;12.2;70.6;45;6.6;2.1;
2004-06-06;0;889.4;11.1;25.3;18.1;10.7;66.2;39;6;1.7;
2004-06-07;0;890.2;10.5;24.8;18.8;11.8;60.7;37;5.7;1.9;
2004-06-08;0;889.2;10.9;25.2;19;12.4;62.1;34;8.3;2.1;
2004-06-09;0;890.5;12.6;25.1;20;14.7;63.6;44;7.8;2.9;
2004-06-10;0;890.3;13.3;24.5;19.2;15.5;70.8;38;9.3;3.6;
2004-06-11;0;891.1;11;25.4;19.2;14.5;61.6;33;7.7;2.6;
2004-06-12;0;892.2;11.6;26.3;19.1;12.7;65.1;33;6.1;1.6;
2004-06-13;0;891;12.9;23.6;18.1;14.1;74.2;43;6.7;2.5;
2004-06-14;0;890.6;11.6;23.4;18.4;14.4;66.6;41;10;3.2;
2004-06-15;0;890.5;12.6;20.6;16.4;13.7;79;57;8.5;3;
2004-06-16;0;891.5;12.2;22.7;17.8;13.6;71.4;47;8.7;3.2;
2004-06-17;0;890.8;12.1;24.2;18.6;12.8;67.6;41;8.5;2.6;
2004-06-18;0;890.7;11.1;24.1;18.3;11.7;65.3;36;7.4;2.3;
2004-06-19;0;891.5;11.1;23.2;18.2;14.4;64.6;41;10.4;3.1;
2004-06-20;0;892.1;12.5;23.2;17.7;14.1;72.7;48;9.3;3.6;
2004-06-21;0;891.3;11.7;22.2;17.2;11.6;71.9;45;8;2.7;
2004-06-22;0;891.2;10.8;23.3;17.8;12.6;65.1;38;8.6;2.7;
2004-06-23;0;890.5;10.9;24.6;18.4;12.2;63.9;38;7.8;2.1;
2004-06-24;0;889.5;11.6;24.8;18.9;14;65.3;38;7;2.2;
2004-06-25;0;888.4;11.3;23.7;18.9;15.1;62.9;43;7.3;2.4;
2004-06-26;0;889.5;10.5;23.9;18.3;12.7;62.3;37;6.4;2.6;
2004-06-27;0;889.9;10.6;24.8;18.7;11.5;61.6;38;7;2.1;
2004-06-28;0;889;12;25;19.1;13;65.1;44;8.1;2.9;
2004-06-29;0;889.1;12;24.9;19.3;13.7;63.7;43;7.3;3;
2004-06-30;0;889.6;12.2;23.7;18.3;14.1;69.3;44;7.8;3.2;
2004-07-01;0;889.5;12.5;25;19;14.3;68;41;13.1;2.6;
2004-07-02;0;888.2;11.8;25.2;19.2;13.1;64.1;38;8.3;2.3;
2004-07-03;0;889;12.4;25.8;20.1;14.5;63.2;36;9.1;2.6;
2004-07-04;0;888.3;11.9;24.8;19.6;14.8;63.3;34;8.6;2.6;
2004-07-05;0;889.1;10.5;25.6;19.4;12.6;58.5;33;5.8;1.7;
2004-07-06;0;888.6;10.5;25.6;19.8;12.6;57.1;36;7.5;1.8;
2004-07-07;0;886;10.3;26.7;19.5;12.4;57.9;31;7.5;1.8;
2004-07-08;0;885.9;11.5;27.1;20.2;14.7;59.5;35;11.5;2.1;
2004-07-09;0;885.5;13.2;25.1;19.2;14.1;70.3;45;8.5;2.1;
2004-07-10;0;887;14.5;27.3;20.4;16.1;71.2;42;8.9;1.7;
2004-07-11;0;887.8;13.7;27.7;20.6;14.9;66.9;36;7.3;1.7;
2004-07-12;0;886.6;14.7;25.5;20.6;17.2;69.6;52;10.1;3.9;
2004-07-13;0;887.9;13.6;23.2;18.3;14.4;75.4;54;9.6;4.6;
2004-07-14;0;889.6;13.3;24.6;19;14.5;71.2;48;9.6;3.8;
2004-07-15;0;889;12.3;24.9;19.3;14.7;65.8;41;7.1;3;
2004-07-16;0;889.6;11.6;25.5;19.7;15.1;60.9;37;6.5;2.7;
2004-07-17;0;889;10.5;24.8;18.9;12.5;60.3;34;10.1;2.8;
2004-07-18;0;889.5;11.1;25;19.4;15.3;59.9;39;8.7;3.1;
2004-07-19;0;890;12.5;25.8;19.9;15;64.2;41;8.1;2.5;
2004-07-20;0;889;12.6;25.7;20.3;15.4;63;40;7.4;1.6;
2004-07-21;0;887.4;12.4;23.8;17.4;14;74.5;43;8.3;2.7;
2004-07-22;0;888.4;10;21;15.3;11.6;72.5;46;10.7;4.1;
2004-07-23;0;889.3;6.4;20;14.5;10;60.3;37;12;4.2;
2004-07-24;0;891.4;5.1;20.2;14;8.8;57.3;33;9.7;3.9;
2004-07-25;0;891.1;5.6;21.3;15;9.3;54.9;34;11.8;4.9;
2004-07-26;0;891.3;5.7;20.8;15;9.8;55.3;34;10.6;4.7;
2004-07-27;0;891.7;6.1;20.7;15;9.2;56.5;38;12.8;4.9;
2004-07-28;0;891.3;6.6;22.1;16.1;10.7;55.2;34;12.2;4.9;
2004-07-29;0;890.3;6.9;21.2;15.8;10.1;56.9;40;11.6;4.3;
2004-07-30;0;891.3;6.8;22.7;16.3;10;55.5;32;7.2;2.8;
2004-07-31;0;889.7;7.3;25.2;17.6;9.9;53.3;30;13.9;1.7;
2004-08-01;0;889.6;8.2;26.8;20;13.3;48.4;30;7.4;1.6;
2004-08-02;0;888.3;10;27.4;20.6;14.5;52.2;31;6.8;1.7;
2004-08-03;0;889.7;10;27.7;21.2;15.3;50.9;28;8.4;3.4;
2004-08-04;0;889.9;7;25.5;20;12.3;44.5;29;10.9;3.6;
2004-08-05;0;890.7;7.8;22.5;17.5;13;54.1;37;12.6;4.7;
2004-08-06;0;891.1;8;23.4;17.8;12.4;54.8;32;10.6;3.7;
2004-08-07;0;891.8;7.6;24.9;19.3;12.5;48.1;30;7.7;2.3;
2004-08-08;0;890.9;6.3;25.9;19.4;11.8;45.4;25;7.6;1.9;
2004-08-09;0;890.3;6.3;25.9;19.7;14;43.4;27;10.4;2.5;
2004-08-10;0;890.7;8.4;24.8;19.1;14.5;50.8;32;7.8;3.1;
2004-08-11;0;891.2;8.8;24.9;18.7;13.4;55;30;8.1;3.2;
2004-08-12;0;891.5;5.1;26.2;19.1;11.5;43.8;20;9.8;2.9;
2004-08-13;0;890.6;6.7;23.1;17.6;13;50.1;30;11.5;3.8;
2004-08-14;0;891;5.3;21.7;15.8;10.6;51.6;30;12.5;4.8;
2004-08-15;0;891.7;7;23.4;16.7;10.6;54.4;36;11.5;4.3;
2004-08-16;0;890.9;6;24.9;18.5;13;46.1;25;8.3;2.9;
2004-08-17;0;890;5.8;26.7;19.7;13.3;43;22;7.8;2.8;
2004-08-18;0;889.4;6.8;27.3;20.4;13;43.6;25;6.7;2.3;
2004-08-19;0;889.5;6.5;29;20.8;13;42.3;22;6.3;1.8;
2004-08-20;0;889.8;6.8;29;22.3;14.7;38.4;22;7.2;2.5;
2004-08-21;0;888.7;8.9;28.4;21.9;14.5;45.6;24;7.3;2.7;
2004-08-22;0;888;7.3;28.8;22.2;15.7;41;18;8.8;2.9;
2004-08-23;0;888.8;6.6;30.9;23.1;14.2;37.5;18;6.6;2.1;
2004-08-24;0;887.3;4.7;30.5;24.2;16.4;30.2;17;8;2.1;
2004-08-25;0;887.3;4.6;30.7;23.6;15.5;31;16;9.6;2.3;
2004-08-26;0;887.2;6.4;30.1;24.3;18.5;32.5;22;10.1;3.2;
2004-08-27;0;886.8;8.3;29.3;24.2;18.8;38;23;9.8;2.7;
2004-08-28;0;886.7;7.1;30.9;23.8;16.1;35.6;22;8.2;2;
2004-08-29;0;886.5;12.8;30.5;24.2;19.1;50.5;32;8.3;2.3;
2004-08-30;0;886.7;11.1;29.4;23.9;18.5;46.3;31;8.1;2.5;
2004-08-31;0;887.6;13.6;30.3;24.2;17.9;52.7;33;10.5;2.9;
2004-09-01;0;888.9;11.6;28.8;23.5;18.5;49.3;27;11.8;4.3;
2004-09-02;0;889.3;7.9;27.3;21.6;17;43.5;25;12.2;4.8;
2004-09-03;0;890.2;2.9;28.2;21.7;16.7;30.4;15;9.9;3.8;
2004-09-04;0;888.7;1.7;29.7;22.9;15.9;26.4;13;12.6;3.3;
2004-09-05;0;887.3;3;29.6;23.5;16.3;27.2;17;8.9;2.8;
2004-09-06;0;886.2;6.8;29.3;23.4;16.3;35.8;24;8.4;2.7;
2004-09-07;0;885.6;6.3;29.7;23.5;16.8;35.2;18;7.8;2.7;
2004-09-08;0;885.6;5.5;28.7;23.1;16.8;33.2;19;9.5;3.1;
2004-09-09;0;886.5;4.9;28.2;21.7;16;35.1;17;9.3;3.4;
2004-09-10;0;886.7;6;28.3;21.9;15.6;42.8;19;8.7;3;
2004-09-11;0;886.2;4;29.8;22.3;14.1;35;12;7.8;1.7;
2004-09-12;0;887.6;4.7;29.5;22.9;16.4;32.7;17;8.7;3;
2004-09-13;0;889.2;8.4;27.4;21.7;16.6;43.6;28;11.9;4.3;
2004-09-14;0;889.2;9.8;28.3;22.6;17.1;45.1;31;9.6;3.3;
2004-09-15;0;889.1;9.8;30.3;24.4;18.7;41.1;25;7.6;2.6;
2004-09-16;0;887.1;10.1;31.2;24.7;18.1;41.2;26;9.5;2.2;
2004-09-17;0;887.9;10.2;31.3;24.3;17.1;45;21;9.8;3.1;
2004-09-18;0;887.7;8.8;30.4;24.3;19.2;38.4;21;11.6;3.9;
2004-09-19;0;887.7;9.6;29.6;23.3;17.9;43.6;26;7.7;3.4;
2004-09-20;0;887.5;9.5;30.2;23.9;18.2;42.2;23;7.1;2.6;
2004-09-21;0;887.1;9.8;30.3;24.2;18.7;41.7;25;8.5;3.1;
2004-09-22;0;888.9;9.3;30.8;24.2;18.5;40.4;23;8.2;3.2;
2004-09-23;0;888.4;6.5;31.3;25.5;20.3;32;14;7.3;3;
2004-09-24;0;887.2;4.9;32;25.7;19.6;27;17;7.2;2.4;
2004-09-25;0;886.7;4.6;31.7;26;20;26;16;10.5;3.8;
2004-09-26;0;887;3.4;31.1;25;19.3;25.7;13;10.5;3.5;
2004-09-27;0;888;4.6;30.8;24.3;15.8;29;16;8.5;3;
2004-09-28;0;886.7;2.6;31.2;25.3;17.1;24.2;14;9;2.7;
2004-09-29;0;885;3.6;33.1;25.9;17.2;24.7;15;8.1;1.8;
2004-09-30;0;884;8;33.6;26.2;19.4;35.7;15;8.6;2.5;
2004-10-01;0;885.3;7.3;31;25.9;20.2;31.3;22;11.4;3.7;
2004-10-02;0;885.4;9.5;30.3;24.8;19;38.9;27;9;3.3;
2004-10-03;0;883.6;12;32.2;23.7;16.8;51.6;21;10.2;2.9;
2004-10-04;0;886;13.6;27.4;21.9;18.2;60.8;40;6.8;1.9;
2004-10-05;0;884.8;13.1;28.9;23;17;56.2;34;8.1;2.1;
2004-10-06;0;885.2;11.5;33.3;25.5;19.2;43.7;24;7.9;2.2;
2004-10-07;0;884.4;7.4;32.1;25.6;18.2;32.6;19;9.7;2.3;
2004-10-08;0;884.9;7.7;31.9;25;18.4;34.2;23;8.1;2.2;
2004-10-09;0;884.3;12.8;31.7;24.8;20.7;49.3;29;9.3;2.6;
2004-10-10;0;886.8;16.7;29.2;22.6;18;70.8;43;11.2;2.9;
2004-10-11;0;885.9;17.5;22.4;20.5;18.9;83.1;61;6.9;1.5;
2004-10-12;0;887.3;17.7;26.9;21.7;18.8;79.2;56;7.8;2.5;
2004-10-13;0;885.5;16.8;28.9;22.7;18.5;71.9;40;7.8;2.5;
2004-10-14;0;886;16.6;30;23.8;19.3;66.3;38;8.6;2.1;
2004-10-15;0;885.2;12.7;31.7;26;19.5;46.3;26;10.3;2.9;
2004-10-16;0;885.6;13;30.6;25.7;20.6;45.8;34;9.8;3.6;
2004-10-17;0;884.8;11.7;31.7;26;21;41.7;28;7.4;3;
2004-10-18;0;884;15;31.2;24;17.8;61.7;30;8.7;2.7;
2004-10-19;0;885.2;16.8;28.1;22.9;20.5;69.2;48;11.9;2.3;
2004-10-20;.2;885.9;17;28.4;23.4;20.4;68.6;46;8.3;2.5;
2004-10-21;3.8;886;17.2;27.6;23.2;19.7;69.4;51;9.1;3.1;
2004-10-22;.2;887.7;15.8;27.2;22.2;18.2;68.3;46;9.4;3.4;
2004-10-23;0;886.1;14.3;29.7;23.7;19;57.3;36;9.3;3.3;
2004-10-24;12.8;885.4;17.1;24.1;20.2;17.8;82.5;54;8.3;1.8;
2004-10-25;2;883.7;16.3;27.1;21.6;18.2;73.7;43;9.1;2;
2004-10-26;23.4;884.3;17.3;28.3;21.1;17.2;81.1;50;10;2.8;
2004-10-27;44.4;886;16.7;26.4;19.9;17.4;82.5;54;8.9;2;
2004-10-28;10;886.4;15.8;26.3;21.2;16.1;72.8;47;7;2.1;
2004-10-29;10.8;887.3;17.2;24.2;20.1;17.6;84;63;8.2;3.2;
2004-10-30;0;887.8;16.6;26.1;20.9;16.8;77.7;53;8.3;3.8;
2004-10-31;0;887.3;16.2;27.9;22.3;17.9;69.1;45;9.3;2.6;
2004-11-01;5.6;891.1;15.5;28.8;22.5;18.5;69.4;44;8.6;2.3;
2004-11-02;2.8;885.2;16.6;28.9;22.9;19;69.2;43;8.6;2.7;
2004-11-03;0;884.8;15.3;28.7;23.8;19.2;60.5;43;8.6;2.8;
2004-11-04;0;885;15.5;29.5;23.5;19.9;62.1;39;9.8;2.1;
2004-11-05;0;885.8;15.7;29.5;22.4;17.2;69.9;36;12.5;2.2;
2004-11-06;8.6;886;16.3;24.4;20.9;17.3;75.9;58;8.9;1.7;
2004-11-07;.6;885.9;17.2;29.3;22.5;19.5;73.3;43;9.6;2.2;
2004-11-08;10.6;885.9;17.2;27.5;22.3;19;74.1;50;9;3;
2004-11-09;1.2;886.1;16.2;26.8;22.4;18.5;69.1;48;11.1;3;
2004-11-10;1.6;885.5;14.5;28.3;23.5;19.2;59.5;34;8.4;2.5;
2004-11-11;0;883.7;13.4;28.8;23;17.4;56.3;33;11;3.2;
2004-11-12;0;883.5;16.3;28;22.5;19.2;69.1;47;10;3.1;
2004-11-13;0;884.5;17;30.8;22.7;18.2;72.3;38;10;1.8;
2004-11-14;4.2;885.5;17.8;27.4;21.4;18.6;80.3;57;9.3;1.8;
2004-11-15;0;885.8;17.3;27.4;21.9;18.9;76.5;50;10;3;
2004-11-16;39;887.1;17.3;25.4;20.5;16.8;82.4;56;6.9;2;
2004-11-17;.2;886.4;17.9;26.6;20.8;19.5;83.9;58;8.5;1.6;
2004-11-18;1.4;885.6;16.9;28.5;22.7;19;70.5;46;10.1;1.8;
2004-11-19;4;885.2;17.3;28.1;22.6;18.6;73.6;50;10.5;2.9;
2004-11-20;10.2;884.7;18;25.6;20.8;18.9;84.4;59;8.7;1.9;
2004-11-21;5;885.2;16.5;27.4;22;18.1;73.5;44;5.4;1.5;
2004-11-22;0;885.8;16.2;26.9;21.6;17.8;71.8;54;9;2.6;
2004-11-23;2.4;887;15.9;26;21.5;18.1;72.1;45;9.8;3.4;
2004-11-24;0;887;15.2;26.3;21.6;17.6;68.5;45;10.2;3.8;
2004-11-25;0;886.2;16;26.4;21.4;17.7;72.7;48;9.7;3.5;
2004-11-26;0;884.8;16.1;28.2;22.6;18.1;68.4;43;8.2;2.7;
2004-11-27;.8;884;16.8;27.6;21.6;17.7;74.5;54;11.7;2.8;
2004-11-28;0;883.4;17.8;26.5;20.9;18.8;82.8;56;13.3;3.6;
2004-11-29;1.4;883.3;17.7;25.7;20.8;18;83.4;61;10.5;3.8;
2004-11-30;3.2;884;17.8;22.4;20.3;18.6;86;72;10.4;2.9;
2004-12-01;.2;884.9;17;26.9;20.7;16.5;80.3;53;9.1;1.9;
2004-12-02;1.8;885.8;17.6;25.8;20.4;18;84.4;59;7.5;2.3;
2004-12-03;.2;886.5;17.7;24.7;20.5;18.4;84.3;64;7.8;3.1;
2004-12-04;0;887.9;16.6;28.8;22.6;18.7;70.9;37;7;2.4;
2004-12-05;0;887.3;14.3;29.4;23.4;16.6;60.6;27;9.6;2.1;
2004-12-06;0;885.3;12.7;29.6;24.3;18.3;50.5;30;7;1.9;
2004-12-07;0;885;14.4;29.7;23.5;18.9;57.7;38;10.3;1.3;
2004-12-08;.8;885;16.2;28.9;23;18.9;66.5;43;7.3;1.9;
2004-12-09;0;885.1;17.6;26.6;21.4;18.5;79.9;59;9.4;1.6;
2004-12-10;5;884.2;16.7;28;22.4;18.1;72.1;45;10.1;2.6;
2004-12-11;.4;883.3;17.7;25.1;20.3;19;85.2;62;13.7;2.9;
2004-12-12;4.4;884;17.5;26.3;20.8;18;82.1;56;13.9;4;
2004-12-13;.2;885.9;17.7;27.6;21.1;18.4;81.6;53;12.9;2.4;
2004-12-14;.6;886.6;17;26.1;21;18.4;78.3;58;9.8;2.2;
2004-12-15;9.4;886.1;15.6;25;19.6;17.6;78.3;59;12.8;2.1;
2004-12-16;15.4;885.1;16.8;26.2;20.1;17.2;82.3;52;7.7;2.1;
2004-12-17;2.4;884.5;17.6;26.9;21.2;17.5;81;54;8.8;2;
2004-12-18;2.6;885.3;17.5;25.9;21.6;17.7;78.6;56;12.5;2.2;
2004-12-19;.6;886.1;17.7;26.8;21.7;19.2;78.4;59;10.2;2.8;
2004-12-20;0;886;17.2;27.5;21.9;18.8;76;52;10;2.4;
2004-12-21;10.8;885.3;17.7;25.9;21.1;17.8;82;57;11.5;2.9;
2004-12-22;0;884.1;17.5;26.9;21.3;18.6;79.9;57;14.4;2.1;
2004-12-23;2.2;883.1;17.8;23.1;20.1;18.6;86.8;66;11.9;2.9;
2004-12-24;.8;882.9;16.9;27.2;21.8;18.3;75.3;51;11.8;2.7;
2004-12-25;5.2;885.3;16.5;25.3;20.7;15.3;78.1;58;14.1;2;
2004-12-26;0;886.2;17.5;28.1;22.1;17.3;77.3;42;17.4;2;
2004-12-27;24;885.5;17.2;26.8;21.3;16.9;78.1;54;8.3;2.1;
2004-12-28;27.2;885.3;17.6;27.2;20.7;17.5;84;50;9;2.1;
2004-12-29;2.4;886.9;17.2;27.9;20.9;17.7;80.9;49;11.8;2.2;
2004-12-30;6;887.5;17.3;26.8;21.5;18.7;78.5;53;7.7;2.1;
2004-12-31;0;887;17.6;25.9;21.5;18.5;79.5;54;7.3;1.6;
2005-01-01;0;886.2;17.8;26;21.2;19.1;81.7;59;7.1;1.5;
2005-01-02;2.8;886.8;17.7;26.9;20.8;18.9;83.3;56;8.8;2.1;
2005-01-03;7.8;886.9;17.3;24.1;19.8;17.8;86;66;11.5;3;
2005-01-04;9.6;885.7;17.7;27.5;20.6;18.1;84.4;50;10.8;2.1;
2005-01-05;31.8;885.5;17.5;25.7;20.8;17.4;82.5;58;8.1;2.2;
2005-01-06;2.2;885.8;18;26.2;21.3;18.6;82.3;61;6.5;2.1;
2005-01-07;.2;886.3;18.3;28.9;23.7;19.2;73.5;47;7;2.2;
2005-01-08;0;885.4;17.7;28.5;23.9;18.6;69.8;47;8.4;2.3;
2005-01-09;39.8;884.8;18;25.5;20.1;17.8;88.1;62;10.5;1.7;
2005-01-10;27.2;884.5;16.5;28.7;22.1;17.4;72.6;42;12.3;2.1;
2005-01-11;0;884.9;17.3;28.5;22.8;19;72.1;46;11.9;2.4;
2005-01-12;1.2;884.6;17.7;27.2;21.1;18.3;81.5;55;14.2;2.5;
2005-01-13;1.6;883.7;17.8;27.2;21.9;17.9;78.7;56;9.3;3.3;
2005-01-14;5.6;882;19;26;21.1;19.3;88.2;67;10.3;3.1;
2005-01-15;1;882;19.1;26.3;21.5;19.4;86.6;66;8.6;3;
2005-01-16;31.4;882.1;19.1;26.1;21.6;19.3;86.4;63;7.3;2.6;
2005-01-17;.6;882;18.4;27;21.6;18.7;82.8;59;9.9;3.5;
2005-01-18;1.4;882.9;18.9;25.7;21.4;19.7;86.3;66;11.4;3;
2005-01-19;4.6;883.6;18.1;25.6;21;18.5;84.2;65;9.9;3.1;
2005-01-20;0;884.3;18.2;26.8;21.3;18.4;83.3;57;11.7;3.1;
2005-01-21;1.2;885.7;17.7;26.1;21.5;18.3;79.3;58;11.6;2.9;
2005-01-22;.2;887.4;17.5;27.1;21.6;18.9;78.9;50;12.8;1.9;
2005-01-23;3;886.9;17.4;26.5;21;17.6;80.5;60;9.5;1;
2005-01-24;5;885.4;16.8;28.6;21.9;16.7;75.2;44;9.7;2.9;
2005-01-25;0;884.3;17.5;27.7;21.7;17.9;78.1;54;13.7;3.6;
2005-01-26;0;884.8;18;27.5;21.9;18.1;80;51;12.1;3.1;
2005-01-27;0;886.4;18.5;26.6;22.2;18.9;80.5;58;8.7;2.1;
2005-01-28;8.6;886.2;17.7;27.8;22.9;18.1;74.2;52;8.8;2.8;
2005-01-29;24.6;884.8;18.4;26;20.7;17.7;86.8;66;9.3;2.2;
2005-01-30;9;883.7;18.3;27.8;21.9;18;81.8;51;8;2.5;
2005-01-31;25;883.5;18.4;25.5;21.7;18.5;82.3;63;10.2;2.7;
2005-02-01;5.6;882.3;17.8;25.4;20.8;18.3;83.2;62;10.3;3.2;
2005-02-02;49.4;883.8;16.9;21.1;18.2;16.7;92.4;77;9.3;3;
2005-02-03;23.8;886.7;17.1;25.3;20.8;16.3;80.5;56;7.7;2.5;
2005-02-04;0;887.9;17.6;28.3;22.8;19.5;75;39;7.5;2.5;
2005-02-05;0;888;15.8;29;23.7;16.9;62.3;43;9.4;3;
2005-02-06;0;887.3;15.7;28.9;23.1;17.9;64.8;36;6.7;2.4;
2005-02-07;0;886;16.8;28.2;23;18.4;70;36;7.8;3.2;
2005-02-08;0;885.8;17.2;26.9;21.9;18.4;75.8;52;9.1;4.1;
2005-02-09;0;885.8;16;25;21.1;17.3;73.3;57;9.2;3.8;
2005-02-10;0;884.2;15.6;26.5;21.6;16.8;69.7;51;7.4;2.3;
2005-02-11;10.6;883.4;17.9;26.5;20.5;17.4;86.2;59;12;2.4;
2005-02-12;17.8;882.7;18.8;25.1;20.6;17.7;89.4;70;13.2;3;
2005-02-13;6;883.3;18.1;27.7;22.4;18.2;78.2;53;8.4;3.2;
